Start Time, Sun Mar 18 11:29:39 GMT-0400 2007
Energy calibration,  Offset: 0, Slope: 0.755919873714447, Quadratic: 0
Live Time (s), 28.297512
Real Time (s), 28.620118
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
727, 549.553748190403, 23
728, 550.3096680641174, 17
729, 551.0655879378319, 25
730, 551.8215078115463, 19
731, 552.5774276852608, 14
732, 553.3333475589752, 10
733, 554.0892674326897, 21
734, 554.8451873064041, 27
735, 555.6011071801186, 29
736, 556.357027053833, 20
737, 557.1129469275475, 25
738, 557.8688668012619, 20
739, 558.6247866749763, 32
740, 559.3807065486908, 23
741, 560.1366264224052, 17
742, 560.8925462961197, 22
743, 561.6484661698341, 16
744, 562.4043860435486, 23
745, 563.160305917263, 26
746, 563.9162257909775, 16
747, 564.6721456646919, 28
748, 565.4280655384064, 27
749, 566.1839854121208, 19
750, 566.9399052858353, 29
751, 567.6958251595497, 26
752, 568.4517450332642, 31
753, 569.2076649069786, 20
754, 569.963584780693, 22
755, 570.7195046544075, 29
756, 571.475424528122, 15
757, 572.2313444018364, 23
758, 572.9872642755508, 23
759, 573.7431841492653, 21
760, 574.4991040229797, 25
761, 575.2550238966942, 23
762, 576.0109437704086, 23
763, 576.7668636441231, 24
764, 577.5227835178375, 23
765, 578.278703391552, 22
766, 579.0346232652664, 28
767, 579.7905431389809, 26
768, 580.5464630126953, 24
769, 581.3023828864098, 30
770, 582.0583027601242, 26
771, 582.8142226338387, 27
772, 583.5701425075531, 32
773, 584.3260623812675, 16
774, 585.081982254982, 20
775, 585.8379021286964, 23
776, 586.5938220024109, 24
777, 587.3497418761253, 24
778, 588.1056617498398, 33
779, 588.8615816235542, 21
780, 589.6175014972687, 26
781, 590.3734213709831, 16
782, 591.1293412446976, 17
783, 591.885261118412, 27
784, 592.6411809921265, 18
785, 593.3971008658409, 20
786, 594.1530207395554, 17
787, 594.9089406132698, 32
788, 595.6648604869843, 33
789, 596.4207803606987, 30
790, 597.1767002344131, 33
791, 597.9326201081276, 22
792, 598.688539981842, 26
793, 599.4444598555565, 18
794, 600.2003797292709, 24
795, 600.9562996029854, 22
796, 601.7122194766998, 25
797, 602.4681393504143, 27
798, 603.2240592241287, 34
799, 603.9799790978432, 34
800, 604.7358989715576, 26
801, 605.4918188452721, 31
802, 606.2477387189865, 26
803, 607.003658592701, 27
804, 607.7595784664154, 23
805, 608.5154983401299, 32
806, 609.2714182138443, 27
807, 610.0273380875587, 25
808, 610.7832579612732, 28
809, 611.5391778349876, 30
810, 612.2950977087021, 27
811, 613.0510175824165, 34
812, 613.806937456131, 26
813, 614.5628573298454, 29
814, 615.3187772035599, 31
815, 616.0746970772743, 39
816, 616.8306169509888, 37
817, 617.5865368247032, 26
818, 618.3424566984177, 27
819, 619.0983765721321, 40
820, 619.8542964458466, 34
821, 620.610216319561, 35
822, 621.3661361932755, 38
823, 622.1220560669899, 32
824, 622.8779759407043, 38
825, 623.6338958144188, 31
826, 624.3898156881332, 29
827, 625.1457355618477, 25
828, 625.9016554355621, 27
829, 626.6575753092766, 27
830, 627.413495182991, 28
831, 628.1694150567055, 37
832, 628.9253349304199, 43
833, 629.6812548041344, 36
834, 630.4371746778488, 37
835, 631.1930945515633, 32
836, 631.9490144252777, 39
837, 632.7049342989922, 35
838, 633.4608541727066, 27
839, 634.216774046421, 31
840, 634.9726939201355, 41
841, 635.72861379385, 33
842, 636.4845336675644, 26
843, 637.2404535412788, 37
844, 637.9963734149933, 38
845, 638.7522932887077, 28
846, 639.5082131624222, 43
847, 640.2641330361366, 32
848, 641.0200529098511, 36
849, 641.7759727835655, 43
850, 642.53189265728, 40
851, 643.2878125309944, 30
852, 644.0437324047089, 31
853, 644.7996522784233, 34
854, 645.5555721521378, 32
855, 646.3114920258522, 27
856, 647.0674118995667, 43
857, 647.8233317732811, 35
858, 648.5792516469955, 40
859, 649.33517152071, 31
860, 650.0910913944244, 44
861, 650.8470112681389, 38
862, 651.6029311418533, 43
863, 652.3588510155678, 34
864, 653.1147708892822, 47
865, 653.8706907629967, 36
866, 654.6266106367111, 57
867, 655.3825305104256, 56
868, 656.13845038414, 52
869, 656.8943702578545, 38
870, 657.6502901315689, 45
871, 658.4062100052834, 50
872, 659.1621298789978, 57
873, 659.9180497527122, 58
874, 660.6739696264267, 50
875, 661.4298895001411, 58
876, 662.1858093738556, 48
877, 662.94172924757, 59
878, 663.6976491212845, 69
879, 664.4535689949989, 73
880, 665.2094888687134, 55
881, 665.9654087424278, 58
882, 666.7213286161423, 73
883, 667.4772484898567, 77
884, 668.2331683635712, 68
885, 668.9890882372856, 77
886, 669.7450081110001, 82
887, 670.5009279847145, 74
888, 671.256847858429, 84
889, 672.0127677321434, 101
890, 672.7686876058578, 97
891, 673.5246074795723, 83
892, 674.2805273532867, 73
893, 675.0364472270012, 93
894, 675.7923671007156, 99
895, 676.5482869744301, 100
896, 677.3042068481445, 109
897, 678.060126721859, 109
898, 678.8160465955734, 92
899, 679.5719664692879, 105
900, 680.3278863430023, 109
901, 681.0838062167168, 135
902, 681.8397260904312, 139
903, 682.5956459641457, 130
904, 683.3515658378601, 140
905, 684.1074857115746, 138
906, 684.863405585289, 117
907, 685.6193254590034, 127
908, 686.3752453327179, 136
909, 687.1311652064323, 159
910, 687.8870850801468, 169
911, 688.6430049538612, 157
912, 689.3989248275757, 170
913, 690.1548447012901, 153
914, 690.9107645750046, 189
915, 691.666684448719, 148
916, 692.4226043224335, 173
917, 693.1785241961479, 173
918, 693.9344440698624, 175
919, 694.6903639435768, 205
920, 695.4462838172913, 193
921, 696.2022036910057, 175
922, 696.9581235647202, 184
923, 697.7140434384346, 200
924, 698.469963312149, 192
925, 699.2258831858635, 177
926, 699.9818030595779, 197
927, 700.7377229332924, 206
928, 701.4936428070068, 188
929, 702.2495626807213, 204
930, 703.0054825544357, 196
931, 703.7614024281502, 196
932, 704.5173223018646, 204
933, 705.2732421755791, 202
934, 706.0291620492935, 207
935, 706.785081923008, 211
936, 707.5410017967224, 210
937, 708.2969216704369, 184
938, 709.0528415441513, 184
939, 709.8087614178658, 194
940, 710.5646812915802, 215
941, 711.3206011652946, 192
942, 712.0765210390091, 177
943, 712.8324409127235, 195
944, 713.588360786438, 204
945, 714.3442806601524, 170
946, 715.1002005338669, 180
947, 715.8561204075813, 190
948, 716.6120402812958, 174
949, 717.3679601550102, 159
950, 718.1238800287247, 187
